,contig,eveSites,eveTEoverlap,length,teSites,teProp,eveTEProp
3372,003372F,0,0,37019,25644,0.6927253572489802,
216,000216F,1422,343,2563336,1363281,0.5318385884644073,0.24120956399437413
654,000654F,0,0,652148,345623,0.5299763243926225,
152,000152F,0,0,88071,48551,0.5512711335172759,
2252,002252F,0,0,359594,250968,0.69792043248775,
1579,001579F,0,0,37913,13228,0.3489040698441168,
2294,002294F,0,0,331911,169601,0.5109833660228194,
2102,002102F,0,0,194905,93441,0.47941817808676024,
1008,001008F,0,0,31972,23456,0.7336419366946078,
340,000340F,0,0,30022,16844,0.5610552261674772,
2371,002371F,0,0,307763,31540,0.10248145488574,
2145,002145F,0,0,462093,249926,0.5408564942554853,
3620,003620F,0,0,20233,9683,0.4785746058419414,
3354,003354F,0,0,6089,3576,0.5872885531285925,
1484,001484F,0,0,797989,425439,0.5331389279802102,
1024,001024F,0,0,8068,6709,0.8315567674764501,
1032,001032F,0,0,1132323,585629,0.5171925325194313,
2024,002024F,0,0,458077,240557,0.5251453358278193,
531,000531F,0,0,1694949,927243,0.5470624779860633,
2640,002640F,0,0,213481,93330,0.4371817632482516,
448,000448F,0,0,29326,16967,0.5785650958194094,
1891,001891F,0,0,31844,10747,0.33748900891847755,
3261,003261F,0,0,53119,28556,0.5375854214123007,
3312,003312F,0,0,10595,2399,0.22642756016989146,
675,000675F,0,0,1529911,896172,0.5857674073851354,
3245,003245F,0,0,55491,30297,0.5459804292587987,
3333,003333F,0,0,41619,20655,0.49628775318964896,
3308,003308F,0,0,45712,25668,0.561515575778789,
2732,002732F,0,0,181847,108138,0.5946647456378165,
3231,003231F,0,0,26669,9029,0.3385578761858337,
585,000585F,0,0,1663372,927998,0.557901660001491,
1573,001573F,0,0,26126,14514,0.5555385439791778,
3173,003173F,0,0,70993,32612,0.4593692335864099,
2041,002041F,0,0,21827,15427,0.7067851743253768,
897,000897F,0,0,1246347,635162,0.5096189103034708,
2218,002218F,0,0,364666,212207,0.5819215391618632,
2237,002237F,1656,81,14280,6587,0.4612745098039216,0.04891304347826087
838,000838F,0,0,19668,7244,0.3683140126093146,
371,000371F,0,0,257052,160024,0.6225355181052861,
3688,003688F,0,0,8552,5844,0.6833489242282507,
3270,003270F,0,0,19395,10993,0.5667955658674916,
514,000514F,0,0,1761520,850068,0.48257641128116624,
2591,002591F,0,0,232251,141759,0.6103698154152188,
3665,003665F,0,0,13081,8465,0.6471217796804526,
548,000548F,0,0,1718250,918241,0.5344047722973956,
2539,002539F,0,0,249103,149977,0.6020682207761449,
3284,003284F,0,0,42197,29106,0.6897646752138777,
2080,002080F,0,0,15393,10259,0.6664717728837783,
2995,002995F,0,0,22472,14118,0.628248487006052,
1056,001056F,0,0,1163260,621569,0.5343336829255713,
2759,002759F,0,0,176112,91417,0.51908444626147,
2470,002470F,0,0,33618,21667,0.6445059194479148,
2890,002890F,0,0,15772,5875,0.37249556175500886,
3087,003087F,0,0,92807,56413,0.6078528559268158,
929,000929F,0,0,4782,3262,0.6821413634462568,
122,000122F,0,0,3107042,1698671,0.5467164589342532,
1861,001861F,0,0,381165,203020,0.5326302257552503,
1876,001876F,0,0,541298,276529,0.5108627779892038,
2936,002936F,0,0,34891,13922,0.3990140723968932,
3289,003289F,0,0,28478,22513,0.7905400660158719,
3265,003265F,0,0,52114,29537,0.5667766818897033,
1730,001730F,0,0,599840,339145,0.5653924379834623,
1976,001976F,0,0,482339,245429,0.5088309259670066,
3338,003338F,0,0,41320,27819,0.6732575024201355,
3455,003455F,0,0,31067,19363,0.6232658447870731,
345,000345F,0,0,2098628,1063914,0.5069569261441285,
1673,001673F,0,0,50510,31659,0.6267867748960602,
2333,002333F,0,0,334720,200845,0.6000388384321224,
76,000076F,0,0,3319134,1809860,0.5452807870968752,
2828,002828F,0,0,10364,5680,0.5480509455808568,
946,000946F,0,0,671338,329289,0.49049659039112936,
2165,002165F,0,0,390667,230324,0.5895660498583193,
911,000911F,0,0,1232344,641986,0.5209470732198153,
251,000251F,0,0,85554,58096,0.6790565023260163,
2175,002175F,0,0,389823,250392,0.6423222847292233,
2557,002557F,0,0,243455,118575,0.48705099505042,
806,000806F,0,0,1288981,724562,0.5621200002172259,
1184,001184F,0,0,367424,208493,0.5674452403762411,
3179,003179F,0,0,70426,32617,0.46313861358021186,
2960,002960F,0,0,122891,77950,0.6343019423716952,
1559,001559F,0,0,32289,20116,0.6229985443959243,
523,000523F,0,0,1766508,962425,0.544817798730603,
190,000190F,0,0,2717445,1505052,0.5538481919597269,
3451,003451F,0,0,31291,25562,0.8169122111789332,
157,000157F,0,0,2820328,1538609,0.5455425751898361,
394,000394F,0,0,35923,17534,0.48809954625170504,
1274,001274F,0,0,927109,519741,0.5606039850761885,
2646,002646F,0,0,212514,102209,0.4809518431726851,
2431,002431F,0,0,45712,24094,0.5270826041302065,
3545,003545F,0,0,26455,9518,0.3597807597807598,
1992,001992F,0,0,31994,17131,0.5354441457773332,
3200,003200F,0,0,65179,24188,0.37110112152687214,
999,000999F,0,0,119252,52310,0.43865092409351625,
3043,003043F,0,0,100729,47183,0.4684152528070367,
356,000356F,0,0,2107250,1174411,0.5573192549531379,
1397,001397F,0,0,34142,20926,0.6129107843711558,
2734,002734F,0,0,181775,96805,0.5325539815706231,
3575,003575F,0,0,24342,22379,0.9193574891134665,
2802,002802F,0,0,152163,106169,0.6977320373546788,
667,000667F,0,0,1463169,746566,0.5102390769624014,
726,000726F,0,0,23327,11717,0.5022934796587645,
2239,002239F,0,0,357356,173571,0.4857089289112258,
1214,001214F,0,0,964237,572422,0.5936528052750517,
805,000805F,0,0,1357697,761673,0.5610036701856158,
1292,001292F,0,0,27678,22766,0.8225305296625479,
622,000622F,0,0,1575401,837624,0.531689392097631,
1040,001040F,0,0,436127,216185,0.49569276839085863,
1453,001453F,0,0,793217,485508,0.6120746277500356,
2029,002029F,0,0,80844,33765,0.4176562268071842,
1756,001756F,0,0,50573,26001,0.5141280920649358,
660,000660F,0,0,108717,63388,0.5830550879807206,
1544,001544F,0,0,214630,118216,0.5507897311652612,
1764,001764F,0,0,27125,16071,0.592479262672811,
2861,002861F,0,0,144818,77672,0.5363421674101285,
889,000889F,0,0,1275721,678748,0.5320505032056382,
2286,002286F,0,0,30215,9223,0.3052457388714215,
1281,001281F,0,0,912859,496186,0.5435516328370537,
1344,001344F,0,0,630468,311382,0.49389025295494776,
674,000674F,0,0,1495122,798999,0.5344038814223856,
3215,003215F,0,0,62966,36768,0.5839341867039355,
3055,003055F,0,0,92639,60064,0.6483662388410928,
347,000347F,0,0,682597,343135,0.5026904601104312,
1201,001201F,0,0,75238,48228,0.6410058746909806,
1285,001285F,0,0,50088,25333,0.5057698450726721,
1657,001657F,0,0,45184,19288,0.42687677053824363,
1638,001638F,0,0,372644,203973,0.5473669239273945,
2005,002005F,0,0,34259,18240,0.5324148398960857,
2339,002339F,0,0,324970,153924,0.473656029787365,
1926,001926F,0,0,64302,30298,0.4711828558987279,
471,000471F,0,0,1862829,1087101,0.5835753040134118,
2796,002796F,0,0,9797,8138,0.8306624476880677,
3392,003392F,0,0,35277,16256,0.4608101595940698,
2659,002659F,0,0,207578,121208,0.5839154438331615,
3542,003542F,0,0,26685,19547,0.7325089001311599,
1256,001256F,0,0,721351,413884,0.5737622877073713,
1294,001294F,0,0,208867,130971,0.6270545370977704,
3094,003094F,0,0,90064,39483,0.4383882572392965,
1238,001238F,1111,0,971712,564965,0.58141198215109,0.0
1855,001855F,0,0,517433,268254,0.5184323380998119,
458,000458F,0,0,25819,16301,0.6313567527789612,
3715,003715F,0,0,3332,1707,0.5123049219687875,
579,000579F,0,0,312504,153402,0.4908801167345058,
2187,002187F,0,0,22642,6837,0.3019609575125872,
1711,001711F,0,0,17136,10012,0.5842670401493931,
1220,001220F,0,0,18672,7570,0.4054198800342759,
321,000321F,0,0,2164321,1232513,0.5694686693886905,
374,000374F,0,0,2061901,1005586,0.48769848794874243,
1619,001619F,0,0,676919,364436,0.5383746061197868,
689,000689F,0,0,1484311,769458,0.5183940562321508,
2148,002148F,0,0,22084,4562,0.20657489585220068,
3446,003446F,0,0,31621,6382,0.20182789918092406,
1798,001798F,0,0,577953,307874,0.5326972954548207,
2229,002229F,0,0,21043,16606,0.7891460343106972,
3424,003424F,0,0,33560,11249,0.3351907032181168,
189,000189F,0,0,10883,4545,0.41762381696223466,
1763,001763F,0,0,42804,25889,0.604826651714793,
2725,002725F,0,0,186278,92346,0.4957429218694639,
47,000047F,0,0,27743,14463,0.5213206935082724,
2841,002841F,0,0,148119,78989,0.5332806729724073,
3010,003010F,0,0,107355,46901,0.4368776489218015,
2443,002443F,0,0,71924,31375,0.4362243479228074,
737,000737F,0,0,1442829,770619,0.5341027938861778,
752,000752F,0,0,27611,15963,0.5781391474412372,
2035,002035F,0,0,25545,13487,0.5279702485809356,
672,000672F,0,0,28548,15370,0.5383914810144318,
3422,003422F,0,0,33748,21222,0.6288372644304848,
2549,002549F,0,0,31643,20264,0.640394400025282,
1692,001692F,0,0,629279,357095,0.5674668946524515,
1107,001107F,0,0,3037,1971,0.6489957194599935,
502,000502F,0,0,102899,48906,0.4752815867987055,
1025,001025F,0,0,581002,307408,0.5290997277117807,
596,000596F,0,0,661067,350128,0.5296407172041563,
1539,001539F,0,0,736482,362713,0.4924940460187757,
516,000516F,0,0,403622,212612,0.5267601865111416,
2009,002009F,0,0,16108,11227,0.6969828656568164,
1581,001581F,0,0,297412,176037,0.5918960902720805,
2453,002453F,0,0,29563,16785,0.567770523965768,
150,000150F,1155,480,2915652,1567420,0.5375881620989061,0.4155844155844156
565,000565F,0,0,1649582,844802,0.5121309519623759,
2032,002032F,0,0,456113,277003,0.6073122230675293,
2933,002933F,0,0,25482,10596,0.41582293383564867,
518,000518F,0,0,79531,46828,0.5888018508506118,
85,000085F,0,0,3246856,1733168,0.5337988503339847,
3615,003615F,0,0,20522,11277,0.5495078452392554,
2550,002550F,0,0,249244,133635,0.536161351928231,
2957,002957F,0,0,116045,66574,0.5736912404670602,
203,000203F,0,0,2659672,1491066,0.5606202569339377,
3113,003113F,0,0,19752,12624,0.6391251518833536,
214,000214F,0,0,2623098,1392158,0.530730456887238,
257,000257F,0,0,2371709,1296081,0.5464755583421069,
2499,002499F,0,0,269379,120585,0.44764068468588863,
2697,002697F,0,0,27618,14431,0.5225215439206314,
225,000225F,0,0,2565205,1326084,0.5169504971337573,
987,000987F,0,0,1142812,645732,0.5650378189938503,
1362,001362F,0,0,259291,146656,0.5656038967800656,
1592,001592F,0,0,149400,88755,0.5940763052208835,
1712,001712F,0,0,145533,72843,0.5005256539753871,
2632,002632F,0,0,217630,121014,0.5560538528695492,
3507,003507F,0,0,28025,14710,0.5248884924174844,
3089,003089F,0,0,82483,25849,0.3133857885867391,
985,000985F,0,0,1161566,608406,0.5237808269181433,
3180,003180F,0,0,70294,36057,0.5129456283608843,
3134,003134F,0,0,7772,3329,0.42833247555326814,
694,000694F,0,0,1454803,779977,0.5361392573427467,
1503,001503F,0,0,761243,380611,0.49998620676971745,
3618,003618F,0,0,20279,9076,0.44755658563045514,
1969,001969F,0,0,356276,176560,0.4955708495660668,
2721,002721F,0,0,187968,92805,0.4937276557711951,
3387,003387F,0,0,35608,25058,0.7037182655583015,
2707,002707F,0,0,191996,110973,0.5779964165920123,
167,000167F,0,0,2823922,1634771,0.5789009044867387,
625,000625F,0,0,1510636,821313,0.5436868974392243,
785,000785F,0,0,1372129,718519,0.5236526594802675,
1403,001403F,0,0,842370,440758,0.5232356327979392,
273,000273F,0,0,560464,310243,0.5535467041594108,
290,000290F,0,0,171771,85669,0.498739600980375,
1112,001112F,0,0,68378,35299,0.5162332914095177,
1436,001436F,0,0,829580,428540,0.5165746522336604,
2516,002516F,0,0,12755,5908,0.46319090552724423,
810,000810F,0,0,26433,15043,0.5690992320205803,
2871,002871F,0,0,26447,10310,0.3898362763262374,
1648,001648F,0,0,662806,329538,0.49718620531497904,
1030,001030F,0,0,1162742,634887,0.5460256875557948,
2614,002614F,0,0,154712,75823,0.4900912663529655,
1531,001531F,0,0,741667,417166,0.5624707584401085,
556,000556F,674,673,1685659,991342,0.5881035250901873,0.9985163204747775
3137,003137F,0,0,77487,38784,0.5005226683185566,
766,000766F,0,0,18019,8868,0.49214717797880014,
2082,002082F,0,0,433869,238295,0.5492326024675651,
1669,001669F,0,0,649916,377073,0.580187285741542,
673,000673F,0,0,192146,110230,0.5736783487556337,
875,000875F,0,0,1264267,647726,0.5123332334071837,
2823,002823F,0,0,154317,79769,0.5169164771217688,
200,000200F,0,0,2674842,1429627,0.5344715687879882,
504,000504F,0,0,1797643,907781,0.5049840263055567,
170,000170F,0,0,4712,2421,0.5137945670628183,
1,000001F,0,0,38418,20432,0.5318340361288979,
855,000855F,0,0,23135,12210,0.527771774367841,
3287,003287F,0,0,15601,9338,0.5985513749118646,
2835,002835F,0,0,152116,80815,0.5312721870151726,
1968,001968F,0,0,22042,11585,0.5255875147445785,
2097,002097F,0,0,19799,15164,0.7658972675387646,
1356,001356F,0,0,57311,39078,0.6818586309783462,
411,000411F,0,0,217764,106270,0.4880053636046362,
161,000161F,473,0,2806509,1524747,0.5432895458379076,0.0
917,000917F,0,0,1221258,652986,0.5346830890770009,
3353,003353R,0,0,32937,12850,0.3901387497343413,
924,000924F,0,0,1193378,694667,0.582101396204723,
1370,001370F,0,0,29115,20649,0.7092220504894384,
3572,003572F,0,0,24438,601,0.024592847205172273,
2224,002224F,0,0,72611,38437,0.5293550563964138,
669,000669F,0,0,1514342,803543,0.5306218806583982,
1354,001354F,0,0,30206,17629,0.5836257697146262,
2584,002584F,0,0,22476,15370,0.6838405410215341,
2006,002006F,0,0,327358,192392,0.5877113129967803,
1018,001018F,0,0,940120,529247,0.5629568565715015,
2215,002215F,0,0,32145,18726,0.582547830144657,
2488,002488F,0,0,64339,35511,0.5519358398483035,
966,000966F,0,0,634127,349718,0.5514952052191437,
1200,001200F,0,0,9664,4194,0.4339817880794702,
2813,002813F,0,0,18778,11363,0.6051230162956651,
3496,003496F,0,0,28762,16128,0.5607398650997845,
823,000823F,0,0,1327280,718631,0.5414313483213791,
1662,001662F,0,0,91471,59284,0.6481179827486307,
2370,002370F,0,0,287132,175655,0.6117569619547804,
1751,001751F,0,0,133720,70840,0.5297636853125934,
2018,002018F,0,0,412738,212567,0.5150167903124985,
1163,001163F,0,0,992786,562300,0.5663859079398783,
1788,001788F,0,0,83341,45040,0.5404302804142019,
2360,002360F,0,0,26876,14317,0.5327057597856824,
3328,003328F,0,0,26952,15589,0.5783986346096764,
3271,003271F,0,0,50486,26251,0.5199659311492295,
1357,001357F,0,0,17064,3432,0.2011251758087201,
1672,001672F,0,0,645614,346482,0.5366705182973108,
2144,002144F,0,0,399857,216028,0.5402631440740064,
1085,001085F,0,0,97889,40906,0.4178814780005925,
1496,001496F,0,0,657148,350900,0.5339740819419674,
1964,001964F,0,0,109928,58997,0.5366876500982461,
2684,002684F,0,0,198386,111799,0.5635427903178651,
3477,003477F,0,0,29863,3651,0.12225831296252888,
3012,003012F,0,0,106842,57813,0.5411074296624923,
3699,003699F,0,0,7332,3620,0.49372613202400434,
691,000691F,0,0,1466015,893855,0.6097174994798825,
976,000976F,0,0,19789,7016,0.35454040123300823,
745,000745F,0,0,1430025,747383,0.522636317546896,
1600,001600F,0,0,26986,9796,0.36300303861261396,
2770,002770F,0,0,172616,86768,0.5026648746350281,
2660,002660F,0,0,184996,68168,0.36848364288957597,
3487,003487F,0,0,29272,13070,0.44650177644165073,
436,000436F,0,0,394487,231579,0.5870383561435485,
3286,003286F,0,0,47810,18181,0.38027609286760095,
1625,001625F,0,0,746595,412685,0.5527561797226073,
540,000540F,0,0,1735729,903649,0.520616409589285,
2487,002487F,0,0,109846,45960,0.41840394734446407,
3164,003164F,0,0,72398,34690,0.47915688278681734,
2951,002951F,0,0,124405,71428,0.5741569872593545,
2461,002461F,0,0,274664,121552,0.4425479859027758,
2846,002846F,0,0,87600,40183,0.45871004566210044,
315,000315F,0,0,2191485,1153991,0.5265794655222372,
472,000472F,0,0,1840369,964620,0.5241448861614165,
337,000337F,0,0,2131525,1167621,0.5477866785517411,
15,000015F,12841,6239,4466505,2549726,0.5708548406416203,0.4858655867923059
2627,002627F,0,0,11309,4914,0.43452117782297284,
3142,003142F,0,0,38748,20429,0.5272272117270569,
1549,001549F,0,0,20246,13210,0.6524745628766176,
2768,002768F,0,0,167471,99682,0.5952194708337563,
2410,002410F,0,0,20910,10772,0.5151602104256336,
3548,003548F,0,0,3608,443,0.12278270509977827,
919,000919F,0,0,1206214,634084,0.5256811809513071,
1483,001483F,0,0,702368,400173,0.5697483370540799,
2687,002687F,0,0,190366,93907,0.4932971223852999,
1027,001027F,0,0,1136579,624897,0.5498051609259014,
1349,001349F,0,0,60534,36501,0.6029834473188621,
470,000470F,0,0,1853294,1015515,0.5479513773853474,
1983,001983F,0,0,477897,270196,0.5653854282408134,
1958,001958F,0,0,24749,12244,0.49472705967917896,
3068,003068F,0,0,22958,5841,0.25442111682202284,
3423,003423F,0,0,33733,19618,0.5815670115317345,
1036,001036F,0,0,1118594,617707,0.5522173371214221,
2417,002417F,0,0,297122,177352,0.5968995900673797,
3165,003165F,0,0,70849,45430,0.6412228824683481,
3251,003251F,0,0,47909,29429,0.6142687177774531,
3143,003143F,0,0,76841,32049,0.4170820265222993,
3587,003587F,0,0,23592,13509,0.5726093591047813,
991,000991F,0,0,13335,5936,0.44514435695538057,
600,000600F,0,0,1006500,504268,0.5010114257327372,
1986,001986F,0,0,476554,275707,0.5785430402430785,
2517,002517F,0,0,72167,38862,0.5385009769007996,
2628,002628F,0,0,148087,86019,0.580868003268349,
19,000019F,0,0,4385276,2492937,0.568478928122198,
3662,003662F,0,0,13219,5094,0.38535441410091537,
3404,003404F,0,0,34648,20590,0.5942622950819673,
2948,002948F,0,0,124690,85374,0.6846900312775683,
2664,002664F,0,0,62651,38393,0.6128074571834448,
1759,001759F,0,0,10113,8817,0.8718481162859686,
1438,001438F,0,0,822948,443476,0.5388870256686935,
1810,001810F,0,0,574388,326863,0.5690630723483081,
1110,001110F,0,0,271193,109090,0.4022596453448282,
3203,003203F,0,0,28928,16459,0.568964325221239,
1013,001013F,0,0,25649,14068,0.5484814222776716,
2117,002117F,0,0,114455,68481,0.5983224848193613,
3672,003672F,0,0,11958,6924,0.5790265930757652,
2542,002542F,0,0,248221,130560,0.5259828942756657,
2219,002219F,0,0,111222,65223,0.5864217510924098,
1742,001742F,0,0,589672,314299,0.5330064849611309,
3705,003705F,0,0,6300,3616,0.573968253968254,
1907,001907F,0,0,519573,291925,0.561855600656693,
2884,002884F,0,0,141029,81234,0.5760091895993023,
1565,001565F,0,0,14288,10525,0.7366321388577828,
2621,002621F,0,0,220507,105421,0.47808459595386993,
2673,002673F,0,0,201617,119168,0.591061269635001,
8,000008F,2167,1811,4737381,2383668,0.5031615569868668,0.8357175819104753
1262,001262F,0,0,913190,463606,0.5076774822326131,
728,000728F,0,0,49243,27782,0.5641817111061471,
804,000804F,0,0,25212,15993,0.6343407900999524,
2071,002071F,0,0,399221,204410,0.5120221631627595,
2457,002457F,0,0,31205,13342,0.4275596859477648,
415,000415F,0,0,109191,59633,0.5461347546958999,
2259,002259F,0,0,57528,45586,0.7924141287720762,
589,000589F,0,0,931261,475189,0.5102640398341604,
693,000693F,0,0,1063142,534546,0.50279830916284,
3626,003626F,0,0,19495,6507,0.33377789176711975,
1468,001468F,0,0,785085,427690,0.5447690377475051,
3614,003614F,0,0,20688,14598,0.7056264501160093,
2344,002344F,0,0,322435,186653,0.5788856668785957,
3247,003247F,0,0,55479,30364,0.5473061879269634,
1802,001802F,0,0,576981,315812,0.5473525124744142,
3743,3744,0,0,40102,22017,0.5490249862849733,
2442,002442F,0,0,88144,55124,0.625385732437829,
1536,001536F,1264,178,738500,423815,0.5738862559241706,0.14082278481012658
2586,002586F,0,0,18663,10999,0.589347907624712,
3461,003461F,0,0,30641,18997,0.6199862928755588,
2191,002191F,0,0,28645,15742,0.5495548961424332,
2298,002298F,0,0,23739,11857,0.4994734403302582,
1213,001213F,0,0,31936,14627,0.4580097695390782,
2300,002300F,0,0,24256,11181,0.46095811345646437,
2965,002965F,0,0,121474,66965,0.5512702306666447,
3669,003669F,0,0,12218,8891,0.7276968407267965,
2568,002568F,0,0,117482,58535,0.49824653989547335,
1893,001893F,0,0,270377,147676,0.5461855113415712,
1324,001324F,0,0,887273,478217,0.5389739122006417,
1156,001156F,0,0,26108,10055,0.3851309943312395,
2227,002227F,0,0,120211,75301,0.6264069011987256,
1822,001822F,0,0,31622,21432,0.6777559926633356,
900,000900F,0,0,1222053,674478,0.5519220524805389,
2647,002647F,0,0,95911,50936,0.5310756847494031,
244,000244F,0,0,2483468,1329929,0.5355128393037478,
2742,002742F,0,0,181052,91779,0.5069206636767337,
1277,001277F,0,0,69288,38039,0.5489983835584805,
441,000441F,1966,1650,330328,145002,0.4389636966893512,0.8392675483214649
419,000419F,0,0,1967103,943268,0.4795214078774726,
2963,002963F,0,0,121833,72232,0.5928771350947608,
3000,003000F,0,0,109815,55716,0.5073623821882256,
1628,001628F,0,0,664391,358944,0.5402601781180059,
3484,003484F,0,0,29349,12738,0.43401819482776244,
664,000664F,0,0,32037,16494,0.5148422136904205,
687,000687F,2140,605,27400,16319,0.5955839416058394,0.2827102803738318
1909,001909F,0,0,525341,267911,0.5099754254855418,
2061,002061F,0,0,432623,241739,0.5587751922574621,
1702,001702F,0,0,78406,54347,0.6931484835344234,
310,000310F,0,0,2244982,1283835,0.5718687276779948,
3506,003506F,0,0,28033,14695,0.5242036171654836,
1413,001413F,0,0,822070,463310,0.5635894753488145,
1404,001404F,0,0,325083,188624,0.5802333557891369,
3292,003292F,0,0,47003,22477,0.478203518924324,
1234,001234F,0,0,948674,507410,0.5348623447042925,
2045,002045F,0,0,456637,185682,0.40662933577436783,
140,000140F,0,0,30134,16360,0.5429083427357801,
442,000442F,0,0,551966,261320,0.47343495795030854,
942,000942F,0,0,37452,10826,0.28906333440136706,
2500,002500F,0,0,262459,105256,0.4010378763921222,
3020,003020F,0,0,33884,17947,0.5296600165269744,
3445,003445F,0,0,31631,17503,0.5533495621384085,
1380,001380F,0,0,828713,457241,0.5517483133485296,
2466,002466F,0,0,213409,115838,0.5427981012984457,
1464,001464F,0,0,35522,22021,0.6199256798603682,
1889,001889F,0,0,524831,241466,0.4600833411136156,
2365,002365F,0,0,25296,12163,0.4808270082226439,
2258,002258F,0,0,58413,22007,0.37674832657114,
948,000948F,0,0,1204130,662135,0.549886640146828,
2797,002797F,0,0,160221,83507,0.5211988440965916,
2716,002716F,0,0,16370,13867,0.8470983506414173,
445,000445F,0,0,1897017,971697,0.5122236648380062,
308,000308F,0,0,2210865,1178258,0.5329398221962897,
826,000826F,0,0,433040,239822,0.5538102715684463,
1670,001670F,0,0,34172,21192,0.6201568535643217,
631,000631F,0,0,1539737,788583,0.5121543484374279,
1567,001567F,0,0,303019,172400,0.5689412215075622,
2830,002830F,0,0,152623,70044,0.45893476081586654,
1696,001696F,0,0,14048,5468,0.3892369020501139,
1827,001827F,0,0,568866,309065,0.5433001796556658,
2855,002855F,0,0,26087,18600,0.7129988116686472,
2619,002619F,0,0,210510,120471,0.5722816018241413,
1343,001343F,0,0,573107,302073,0.5270795854875268,
1609,001609F,0,0,52481,34828,0.6636306472818735,
1191,001191F,0,0,1005012,593395,0.5904357360907133,
2137,002137F,0,0,21630,13367,0.6179842810910772,
3601,003601F,0,0,7291,4035,0.5534220271567686,
1605,001605F,0,0,23262,11217,0.48220273407273667,
178,000178F,0,0,151311,82995,0.5485060570612844,
1376,001376F,0,0,853862,494346,0.5789530392499022,
2966,002966F,0,0,21941,14036,0.6397156009297662,
1725,001725F,0,0,612920,296025,0.48297493963323107,
842,000842F,0,0,1310227,763971,0.5830829314309658,
1685,001685F,0,0,369859,179739,0.48596627363400646,
2869,002869F,0,0,143329,78103,0.5449211255223995,
2133,002133F,0,0,22126,10580,0.4781704781704782,
680,000680F,0,0,20954,12653,0.6038465209506538,
2558,002558F,0,0,30407,10038,0.330121353635676,
1355,001355F,0,0,860764,468709,0.5445267227718631,
617,000617F,1142,97,1581177,904552,0.5720751060760434,0.08493870402802102
1860,001860F,0,0,557521,302954,0.5433947779545524,
2518,002518F,0,0,26908,16479,0.6124200981120856,
1478,001478F,0,0,776989,414321,0.5332392093066954,
537,000537F,0,0,24167,12407,0.5133860222617619,
1087,001087F,0,0,1094474,587274,0.5365810425830124,
932,000932F,0,0,29832,14887,0.4990278895146152,
2827,002827F,0,0,134837,87608,0.6497326401507004,
179,000179F,0,0,2783833,1579711,0.5674589675458263,
904,000904F,0,0,1225013,637764,0.5206181485420971,
266,000266F,0,0,32041,17018,0.531131987141475,
943,000943F,0,0,498137,247914,0.49768236449009007,
2040,002040F,0,0,34453,18620,0.5404464052477288,
3327,003327F,0,0,25485,16992,0.666745144202472,
3546,003546F,0,0,26446,18357,0.694131437646525,
3567,003567F,0,0,24868,10620,0.4270548496059193,
755,000755F,1891,1567,1399076,682258,0.48764899119132915,0.8286620835536753
268,000268F,0,0,2347017,1305044,0.5560436929089138,
1195,001195F,0,0,962889,519243,0.5392553035708165,
945,000945F,0,0,425359,214280,0.5037627039747602,
327,000327F,0,0,2162683,1175891,0.5437186124827356,
709,000709F,0,0,1475626,886750,0.600931401317136,
522,000522F,0,0,577171,279469,0.4842048543672499,
1104,001104F,0,0,188439,92103,0.48876824861095636,
697,000697F,0,0,1480462,787955,0.5322358831229711,
852,000852F,0,0,226797,107331,0.47324700062170133,
3419,003419F,0,0,29019,1992,0.06864468107102244,
1396,001396F,0,0,834586,404911,0.4851639016230802,
3391,003391F,0,0,35294,20080,0.5689352297840993,
444,000444F,0,0,1904042,988347,0.5190783606664139,
1316,001316F,0,0,90428,56089,0.6202614234529128,
2435,002435F,0,0,18893,11990,0.6346265812734876,
2562,002562F,0,0,242224,138956,0.5736673492304644,
3077,003077F,0,0,21678,5068,0.233785404557616,
1165,001165F,0,0,17897,9167,0.5122087500698441,
2104,002104F,0,0,96520,60188,0.6235806050559469,
1390,001390F,0,0,33793,21683,0.6416417601278371,
3602,003602F,0,0,21736,9260,0.42602134707397865,
2036,002036F,0,0,367497,199980,0.5441677074914897,
2665,002665F,0,0,20640,14200,0.687984496124031,
847,000847F,0,0,21968,7842,0.35697378004369995,
3415,003415F,0,0,34132,12536,0.3672799718739013,
554,000554F,0,0,1673001,860023,0.5140600633233333,
1141,001141F,0,0,27060,14956,0.5526977087952698,
3138,003138F,0,0,73736,3306,0.044835629814473255,
107,000107F,2128,1336,3180234,1705143,0.5361690366180601,0.6278195488721805
1990,001990F,0,0,487922,235506,0.4826714105943163,
1691,001691F,0,0,27114,23095,0.8517739912960094,
683,000683F,0,0,92177,53288,0.5781051672326069,
3015,003015F,0,0,106014,56437,0.5323542173675175,
2740,002740F,0,0,180886,99521,0.5501863051866922,
3100,003100F,0,0,89240,3027,0.03391976692066338,
323,000323F,0,0,2154700,1137346,0.527844247459043,
262,000262F,0,0,45358,32811,0.7233784558402045,
1133,001133F,0,0,643631,364983,0.5670687086234193,
1443,001443F,0,0,226786,93790,0.4135616837018158,
1624,001624F,0,0,675452,385273,0.5703928628533189,
751,000751F,0,0,9531,7843,0.82289371524499,
3571,003571F,0,0,24675,18344,0.7434245187436677,
1244,001244F,0,0,22141,13298,0.6006052120500429,
920,000920F,0,0,286862,154923,0.5400610746630784,
1188,001188F,0,0,1038345,493407,0.47518599309478066,
113,000113F,0,0,3158802,1686318,0.5338473256633369,
2039,002039F,0,0,451225,235780,0.5225331043271095,
364,000364F,0,0,2078074,1145638,0.5512979807263841,
