,contig,eveSites,eveTEoverlap,length,piEVEReads,piEVEoverlap,piReads,piSites,teSites,teProp,eveTEProp,pi/eveProp,eve/piProp,piReads/EVEProp
2325,002325F,0,0,6541,0,0,0,0,5279,0.8070631401926311,,,,
668,000668F,0,0,10455,0,0,0,0,5767,0.5516021042563367,,,,
2737,002737F,0,0,32437,0,0,1,1,17079,0.5265283472577612,,,0.0,0.0
3165,003165F,0,0,70849,0,0,0,0,45532,0.6426625640446584,,,,
3744,3745,0,0,39785,0,0,17,15,21266,0.5345230614553224,,,0.0,0.0
2474,002474F,0,0,260436,0,0,551,27,156375,0.6004354236741465,,,0.0,0.0
1689,001689F,0,0,27747,0,0,2,1,24013,0.8654268929974411,,,0.0,0.0
3335,003335F,0,0,24743,0,0,0,0,15668,0.6332296002909914,,,,
3438,003438F,0,0,7630,0,0,0,0,4045,0.5301441677588467,,,,
819,000819F,0,0,1325522,0,0,2722,511,741791,0.5596217942817999,,,0.0,0.0
877,000877F,0,0,557798,0,0,955,280,295539,0.5298315877790885,,,0.0,0.0
32,000032F,0,0,68390,0,0,7,3,41756,0.6105570989910806,,,0.0,0.0
3314,003314F,0,0,44971,0,0,4,2,21784,0.4844010584598964,,,0.0,0.0
1696,001696F,0,0,14048,0,0,0,0,5485,0.3904470387243736,,,,
1617,001617F,0,0,679567,0,0,345,106,332915,0.48989282881599605,,,0.0,0.0
471,000471F,0,0,1862829,0,0,3398,460,1089314,0.584763282083326,,,0.0,0.0
3470,003470F,0,0,30261,0,0,0,0,17409,0.57529493407356,,,,
2402,002402F,0,0,293335,0,0,13,9,165827,0.5653161061584877,,,0.0,0.0
3139,003139F,0,0,68152,0,0,9,7,40174,0.5894764643737528,,,0.0,0.0
3394,003394F,0,0,35227,0,0,1,1,24796,0.7038919010985891,,,0.0,0.0
2349,002349F,0,0,30726,0,0,114,14,21872,0.7118401353902233,,,0.0,0.0
1838,001838F,0,0,561363,0,0,0,0,305745,0.5446475809770148,,,,
3092,003092F,0,0,28017,0,0,1,1,15405,0.549844737123889,,,0.0,0.0
2404,002404F,0,0,299074,0,0,44,13,157420,0.5263580251041549,,,0.0,0.0
839,000839F,0,0,1316121,0,0,6322,678,767317,0.5830140237865667,,,0.0,0.0
107,000107F,2130,1338,3180234,4628,194,32283,4489,1709454,0.5375245972466177,0.6281690140845071,0.09107981220657277,0.04321675206059256,0.14335718489607532
1068,001068F,0,0,1097426,0,0,3240,507,618258,0.5633710154488777,,,0.0,0.0
39,000039F,0,0,3941339,0,0,3820,713,2159534,0.5479188671667167,,,0.0,0.0
228,000228F,0,0,57968,0,0,2,2,38489,0.6639697764283743,,,0.0,0.0
2089,002089F,0,0,424495,0,0,25,12,204549,0.4818643329132263,,,0.0,0.0
3391,003391F,0,0,35294,0,0,0,0,20126,0.5702385674618915,,,,
2243,002243F,0,0,352002,0,0,590,145,169394,0.4812302202828393,,,0.0,0.0
218,000218F,0,0,2542030,0,0,2093,425,1277973,0.5027371824880116,,,0.0,0.0
3502,003502F,0,0,28237,0,0,92,34,18011,0.637851046499274,,,0.0,0.0
394,000394F,0,0,35923,0,0,7,6,17577,0.4892965509562119,,,0.0,0.0
448,000448F,0,0,29326,0,0,0,0,17012,0.5800995703471322,,,,
330,000330F,0,0,37619,0,0,4,3,21762,0.5784842765623754,,,0.0,0.0
2735,002735F,0,0,182200,0,0,29,18,94872,0.5207025246981339,,,0.0,0.0
74,000074F,1246,915,3308092,0,0,4277,674,1858723,0.5618716166297673,0.7343499197431782,0.0,0.0,0.0
1478,001478F,0,0,776989,0,0,61,30,415339,0.5345493951651825,,,0.0,0.0
1751,001751F,0,0,133720,0,0,4,4,71038,0.5312443912653305,,,0.0,0.0
20,000020F,0,0,1521451,0,0,561,203,881764,0.579554648818792,,,0.0,0.0
1973,001973F,1368,0,487287,0,0,1549,257,281081,0.5768284399132338,0.0,0.0,0.0,0.0
2208,002208F,0,0,374246,0,0,30,15,213058,0.5692993378686746,,,0.0,0.0
1581,001581F,0,0,297412,0,0,38,20,176443,0.5932611999515823,,,0.0,0.0
1115,001115F,0,0,1039888,0,0,121,32,547531,0.5265288184881449,,,0.0,0.0
1942,001942F,0,0,500621,0,0,323,105,284494,0.5682821935156536,,,0.0,0.0
2044,002044F,0,0,445370,0,0,595,120,234799,0.5271998562992568,,,0.0,0.0
3173,003173F,0,0,70993,0,0,9,6,32711,0.4607637372698717,,,0.0,0.0
3081,003081F,0,0,93434,0,0,39,19,50753,0.5431962668835756,,,0.0,0.0
544,000544F,0,0,1726697,0,0,7110,988,964621,0.5586509966716801,,,0.0,0.0
2856,002856F,0,0,146854,0,0,2659,124,71519,0.4870075040516431,,,0.0,0.0
2941,002941F,0,0,125995,0,0,8,5,65376,0.5188777332433827,,,0.0,0.0
214,000214F,0,0,2623098,0,0,927,287,1395604,0.5320441706714732,,,0.0,0.0
825,000825F,0,0,1167032,0,0,1335,246,605965,0.5192359763913929,,,0.0,0.0
1526,001526F,0,0,702261,0,0,112,55,327997,0.4670585437607955,,,0.0,0.0
2923,002923F,0,0,33554,0,0,0,0,21155,0.6304762472432497,,,,
111,000111F,0,0,3209387,0,0,5499,1212,1672341,0.5210780127170702,,,0.0,0.0
2530,002530F,0,0,253396,0,0,913,116,141860,0.5598351986613838,,,0.0,0.0
2336,002336F,0,0,42095,0,0,14,8,18445,0.43817555529160235,,,0.0,0.0
2490,002490F,0,0,265104,0,0,3,3,75003,0.28291915625565817,,,0.0,0.0
3018,003018F,0,0,27777,0,0,0,0,10926,0.3933470137163841,,,,
2351,002351F,0,0,31821,0,0,0,0,13341,0.41925143772980106,,,,
502,000502F,0,0,102899,0,0,7,7,49047,0.47665186250595243,,,0.0,0.0
454,000454F,0,0,757,0,0,0,0,53,0.07001321003963012,,,,
1517,001517F,0,0,25313,0,0,2,2,13016,0.5142021885987438,,,0.0,0.0
2944,002944F,0,0,28817,0,0,76,4,18002,0.624700697504945,,,0.0,0.0
3029,003029F,0,0,102557,0,0,107,36,62073,0.6052536638162193,,,0.0,0.0
1269,001269F,0,0,28499,0,0,16,1,15646,0.549001719358574,,,0.0,0.0
1150,001150F,0,0,229183,0,0,11,7,141493,0.6173799976438042,,,0.0,0.0
75,000075F,0,0,3363146,0,0,1131,299,1751194,0.5207011530275522,,,0.0,0.0
3387,003387F,0,0,35608,0,0,20,11,25103,0.7049820265108965,,,0.0,0.0
3435,003435F,0,0,32581,0,0,3,3,22720,0.697338939872932,,,0.0,0.0
1345,001345F,0,0,14637,0,0,0,0,3403,0.23249299719887956,,,,
2245,002245F,0,0,133213,0,0,943,51,66575,0.4997635365917741,,,0.0,0.0
2513,002513F,0,0,23773,0,0,2,2,12948,0.5446514953939343,,,0.0,0.0
1953,001953F,0,0,85244,0,0,2,1,51726,0.6067993055229693,,,0.0,0.0
1479,001479F,0,0,791009,0,0,214,46,429079,0.5424451554912776,,,0.0,0.0
358,000358F,0,0,171047,0,0,17,6,87624,0.5122802504574766,,,0.0,0.0
1908,001908F,0,0,518614,0,0,662,230,230625,0.44469489832515124,,,0.0,0.0
971,000971F,0,0,406050,0,0,465,139,209416,0.5157394409555474,,,0.0,0.0
3372,003372F,0,0,37019,0,0,34,26,25701,0.6942651071071612,,,0.0,0.0
3412,003412F,0,0,34332,0,0,6,4,26794,0.7804380752650588,,,0.0,0.0
126,000126F,0,0,167507,0,0,267,63,117175,0.6995230050087459,,,0.0,0.0
841,000841F,0,0,192442,0,0,7,7,84892,0.44113031458829155,,,0.0,0.0
905,000905F,0,0,23095,0,0,2,2,11055,0.4786750378869885,,,0.0,0.0
1810,001810F,0,0,574388,0,0,41,18,327625,0.5703897017347159,,,0.0,0.0
1050,001050F,0,0,9638,0,0,0,0,8811,0.9141938161444283,,,,
598,000598F,0,0,1614684,0,0,6714,1305,836606,0.5181236700184061,,,0.0,0.0
659,000659F,0,0,1489761,0,0,3520,791,841753,0.565025530940869,,,0.0,0.0
1747,001747F,0,0,20930,0,0,9,6,11951,0.5709985666507406,,,0.0,0.0
1277,001277F,0,0,69288,0,0,2,2,38142,0.5504849324558365,,,0.0,0.0
2713,002713F,0,0,190735,0,0,1345,64,85864,0.4501743256350434,,,0.0,0.0
555,000555F,0,0,1680257,0,0,282,121,943870,0.5617414478856508,,,0.0,0.0
1271,001271F,0,0,904884,0,0,149,105,502553,0.5553783689401073,,,0.0,0.0
2308,002308F,0,0,16359,0,0,0,0,8523,0.5209976159911975,,,,
290,000290F,0,0,171771,0,0,6,5,85858,0.49983990312683746,,,0.0,0.0
862,000862F,0,0,550904,0,0,32,23,316825,0.5751001989457328,,,0.0,0.0
725,000725F,0,0,23319,0,0,0,0,11726,0.5028517517903855,,,,
2717,002717F,0,0,87450,0,0,40,14,62525,0.7149799885648942,,,0.0,0.0
931,000931F,0,0,1208156,0,0,489,144,687939,0.5694123937637192,,,0.0,0.0
1384,001384F,0,0,528043,0,0,2809,464,291544,0.5521217022098579,,,0.0,0.0
3642,003642F,0,0,16024,0,0,0,0,6607,0.4123190214677983,,,,
907,000907F,0,0,1262890,0,0,410,111,670589,0.5309955736445772,,,0.0,0.0
2532,002532F,0,0,253064,0,0,362,72,147430,0.5825799007365726,,,0.0,0.0
2286,002286F,0,0,30215,0,0,294,8,9251,0.3061724309117988,,,0.0,0.0
2736,002736F,0,0,162017,0,0,5,4,92322,0.5698290920088632,,,0.0,0.0
1921,001921F,0,0,497568,0,0,409,77,234967,0.47223093124959803,,,0.0,0.0
2706,002706F,0,0,188419,0,0,2712,508,91155,0.48378878987787854,,,0.0,0.0
2259,002259F,0,0,57528,0,0,28,15,45637,0.7933006535947712,,,0.0,0.0
2548,002548F,645,0,188451,0,0,31,29,110581,0.5867891388212321,0.0,0.0,0.0,0.0
645,000645F,0,0,1545486,0,0,2102,474,836257,0.5410964576838613,,,0.0,0.0
3625,003625F,0,0,16310,0,0,1,1,454,0.027835683629675045,,,0.0,0.0
2347,002347F,0,0,36016,0,0,6128,230,19288,0.5355397601066193,,,0.0,0.0
239,000239F,0,0,9722,0,0,0,0,8314,0.8551738325447439,,,,
2934,002934F,0,0,129297,0,0,14,3,71743,0.5548697958962698,,,0.0,0.0
2386,002386F,0,0,28158,0,0,2,2,18122,0.6435826408125577,,,0.0,0.0
1457,001457F,0,0,147387,0,0,29,8,81863,0.5554289048559236,,,0.0,0.0
481,000481F,0,0,1834065,0,0,844,283,917582,0.5002996077020171,,,0.0,0.0
311,000311F,0,0,27822,0,0,201,16,15818,0.5685428797354611,,,0.0,0.0
656,000656F,0,0,1512754,0,0,670,249,837338,0.5535189462397719,,,0.0,0.0
1613,001613F,0,0,86823,0,0,8,6,54772,0.6308466650541907,,,0.0,0.0
1797,001797F,0,0,231013,0,0,32,17,147639,0.6390939038062793,,,0.0,0.0
2709,002709F,0,0,26759,0,0,0,0,11269,0.42112933966142235,,,,
3321,003321F,0,0,15181,0,0,0,0,10902,0.718134510243067,,,,
1495,001495F,0,0,27269,0,0,10,2,9462,0.3469874216142873,,,0.0,0.0
2607,002607F,0,0,227505,0,0,60,23,112024,0.4924023647831916,,,0.0,0.0
1454,001454F,0,0,798731,0,0,463,106,467662,0.5855062593038207,,,0.0,0.0
1272,001272F,0,0,919667,0,0,1078,145,565167,0.614534391252486,,,0.0,0.0
854,000854F,0,0,1287023,0,0,362,185,704230,0.5471774785687591,,,0.0,0.0
1904,001904F,0,0,29547,0,0,0,0,17347,0.58709852100044,,,,
503,000503F,0,0,286180,0,0,263,68,156477,0.5467782514501363,,,0.0,0.0
1503,001503F,0,0,761243,0,0,228,75,381666,0.5013720980028716,,,0.0,0.0
2225,002225F,0,0,33284,0,0,12,8,23381,0.7024696550895325,,,0.0,0.0
2689,002689F,0,0,34316,0,0,27,10,17948,0.5230213311574775,,,0.0,0.0
2399,002399F,0,0,20704,0,0,1,1,9883,0.47734737248840803,,,0.0,0.0
3550,003550F,0,0,26238,0,0,4,2,9723,0.37056940315572834,,,0.0,0.0
362,000362F,0,0,589480,0,0,173,74,323100,0.5481101988192983,,,0.0,0.0
2007,002007F,0,0,458533,0,0,105,74,247616,0.5400178395011919,,,0.0,0.0
3620,003620F,0,0,20233,0,0,0,0,9719,0.4803538773291158,,,,
141,000141F,0,0,138951,0,0,14,9,81335,0.5853502313765284,,,0.0,0.0
1381,001381F,0,0,831924,0,0,673,224,387771,0.46611349113620953,,,0.0,0.0
955,000955F,0,0,80774,0,0,869,80,42936,0.5315571842424542,,,0.0,0.0
622,000622F,0,0,1575401,0,0,449,100,839697,0.5330052475528453,,,0.0,0.0
2192,002192F,0,0,48530,0,0,30,4,23769,0.4897795178240264,,,0.0,0.0
2128,002128F,0,0,409789,0,0,75,53,219097,0.5346580801339226,,,0.0,0.0
2060,002060F,0,0,23553,0,0,1764,101,13319,0.565490595677833,,,0.0,0.0
3737,3737,0,0,27519,0,0,1,1,12541,0.45572150150804897,,,0.0,0.0
2504,002504F,0,0,261040,0,0,17,12,110449,0.4231114005516396,,,0.0,0.0
1232,001232F,0,0,938804,0,0,70,39,484041,0.5155932441702421,,,0.0,0.0
1018,001018F,0,0,940120,0,0,359,77,530486,0.5642747734331788,,,0.0,0.0
3489,003489F,0,0,29212,0,0,1,1,18387,0.629433109680953,,,0.0,0.0
282,000282F,0,0,2292093,0,0,7002,636,1166267,0.5088218497242477,,,0.0,0.0
1892,001892F,0,0,47269,0,0,253,13,32547,0.6885485201717828,,,0.0,0.0
1925,001925F,0,0,31714,0,0,0,0,11547,0.36409787475562844,,,,
3080,003080F,0,0,93562,0,0,17,11,53597,0.5728500887112289,,,0.0,0.0
3398,003398F,0,0,35004,0,0,6,3,25094,0.7168894983430465,,,0.0,0.0
3556,003556F,0,0,25753,0,0,0,0,14486,0.5624975730982799,,,,
920,000920F,0,0,286862,0,0,143,30,155331,0.5414833613375072,,,0.0,0.0
783,000783F,0,0,289121,0,0,24,12,150706,0.5212558063924793,,,0.0,0.0
3457,003457F,0,0,30991,0,0,2,2,16726,0.5397050756671292,,,0.0,0.0
3216,003216F,0,0,62843,0,0,15,7,32292,0.5138519803319384,,,0.0,0.0
258,000258F,0,0,33669,0,0,0,0,16852,0.5005197659568149,,,,
1444,001444F,0,0,850404,0,0,152,63,482366,0.567219815522975,,,0.0,0.0
1197,001197F,0,0,973726,0,0,2234,66,467086,0.4796893581972752,,,0.0,0.0
562,000562F,0,0,1704362,0,0,707,253,880155,0.5164131798291678,,,0.0,0.0
1992,001992F,0,0,31994,0,0,0,0,17160,0.5363505657310745,,,,
3594,003594F,0,0,22663,0,0,1,1,7995,0.35277765520893084,,,0.0,0.0
1755,001755F,0,0,583887,0,0,697,87,297473,0.5094701543278066,,,0.0,0.0
451,000451F,0,0,1865960,0,0,582,250,950925,0.5096170335912882,,,0.0,0.0
1340,001340F,0,0,876890,0,0,578,191,537247,0.6126731973223551,,,0.0,0.0
2055,002055F,0,0,25732,0,0,2,2,20687,0.803940618684906,,,0.0,0.0
3602,003602F,0,0,21736,0,0,0,0,9294,0.42758557232241445,,,,
2878,002878F,0,0,138047,0,0,3,2,78362,0.5676472505740798,,,0.0,0.0
1715,001715F,0,0,25587,0,0,2,2,15770,0.6163286043694063,,,0.0,0.0
966,000966F,0,0,634127,0,0,1332,128,350420,0.5526022389836737,,,0.0,0.0
2810,002810F,0,0,156908,0,0,62,32,86495,0.5512465903586815,,,0.0,0.0
1287,001287F,0,0,909975,0,0,6494,1124,486886,0.5350542597324103,,,0.0,0.0
3310,003310F,0,0,45576,0,0,3,3,26435,0.5800201860628401,,,0.0,0.0
302,000302F,0,0,2234844,0,0,1298,351,1160233,0.5191561469167423,,,0.0,0.0
2907,002907F,0,0,135502,0,0,8,7,63374,0.46769789375802573,,,0.0,0.0
2281,002281F,0,0,301826,0,0,538,100,149163,0.4942019574191753,,,0.0,0.0
3621,003621F,0,0,19981,0,0,1,1,15438,0.772634002302187,,,0.0,0.0
3189,003189F,0,0,67772,0,0,5,3,41297,0.6093519447559465,,,0.0,0.0
57,000057F,0,0,12325,0,0,0,0,7900,0.640973630831643,,,,
13,000013F,0,0,4566637,0,0,2348,461,2538566,0.5558939762455392,,,0.0,0.0
919,000919F,0,0,1206214,0,0,1926,351,635630,0.5269628772340563,,,0.0,0.0
660,000660F,0,0,108717,0,0,51,26,63510,0.5841772675846464,,,0.0,0.0
1623,001623F,0,0,24300,0,0,1,1,13755,0.5660493827160494,,,0.0,0.0
440,000440F,0,0,66957,0,0,11,6,36548,0.5458428543692221,,,0.0,0.0
487,000487F,0,0,19399,0,0,0,0,9555,0.4925511624310531,,,,
134,000134F,0,0,3016994,0,0,6647,835,1631219,0.5406769121847773,,,0.0,0.0
1496,001496F,0,0,657148,0,0,1082,172,351756,0.5352766804433704,,,0.0,0.0
3467,003467F,0,0,30488,0,0,17,3,21985,0.7211033849383364,,,0.0,0.0
2505,002505F,0,0,6098,0,0,0,0,2664,0.4368645457527058,,,,
1069,001069F,0,0,35740,0,0,4,3,19348,0.5413542249580302,,,0.0,0.0
3382,003382F,0,0,8344,0,0,10269,89,1813,0.21728187919463088,,,0.0,0.0
686,000686F,0,0,15796,0,0,0,0,11681,0.7394910103823753,,,,
2013,002013F,0,0,122782,0,0,17,14,69577,0.5666710104086918,,,0.0,0.0
1972,001972F,0,0,23010,0,0,4,2,11534,0.5012603215993047,,,0.0,0.0
2355,002355F,0,0,27953,0,0,10,6,13892,0.4969770686509498,,,0.0,0.0
2666,002666F,0,0,203977,0,0,13,9,94111,0.4613804497565902,,,0.0,0.0
1056,001056F,0,0,1163260,0,0,616,216,623047,0.5356042501246497,,,0.0,0.0
1500,001500F,0,0,134693,0,0,42,21,85624,0.6356974749987008,,,0.0,0.0
259,000259F,0,0,33044,0,0,25,1,18120,0.5483597627405883,,,0.0,0.0
230,000230F,0,0,2556335,0,0,7852,710,1408363,0.5509305314053127,,,0.0,0.0
978,000978F,0,0,1174217,0,0,507,189,651227,0.5546053242288266,,,0.0,0.0
1861,001861F,0,0,381165,0,0,82,60,203526,0.5339577348392428,,,0.0,0.0
3051,003051F,0,0,18316,0,0,0,0,9914,0.5412753876392226,,,,
3661,003661F,0,0,9025,0,0,5,5,5050,0.5595567867036011,,,0.0,0.0
3217,003217F,0,0,23789,0,0,41,9,14877,0.6253730715877086,,,0.0,0.0
249,000249F,0,0,997711,0,0,520,190,534404,0.5356300572009329,,,0.0,0.0
255,000255F,819,321,2403999,15,5,947,383,1279450,0.5322173594914141,0.39194139194139194,0.006105006105006105,0.013054830287206266,0.01583949313621964
405,000405F,0,0,149036,0,0,323,118,80370,0.5392656807751147,,,0.0,0.0
750,000750F,0,0,39068,0,0,0,0,20310,0.519862803317293,,,,
2358,002358F,0,0,307001,0,0,103,38,156935,0.5111872599763518,,,0.0,0.0
1754,001754F,0,0,602705,0,0,77,29,336988,0.5591259405513477,,,0.0,0.0
2663,002663F,0,0,205271,0,0,17,10,122694,0.5977171641391137,,,0.0,0.0
719,000719F,0,0,1498066,0,0,155,66,805574,0.5377426628733314,,,0.0,0.0
3136,003136F,0,0,81465,0,0,73,17,46378,0.5692996992573498,,,0.0,0.0
1249,001249F,0,0,618678,0,0,326,133,351835,0.5686883968720401,,,0.0,0.0
540,000540F,0,0,1735729,0,0,1686,390,905538,0.521704713120539,,,0.0,0.0
455,000455F,0,0,240567,0,0,11,8,139509,0.5799174450361022,,,0.0,0.0
206,000206F,3424,1131,2618191,375,84,1264,356,1513509,0.5780743268921175,0.33031542056074764,0.02453271028037383,0.23595505617977527,0.29667721518987344
597,000597F,0,0,32090,0,0,1,1,13962,0.4350888127142412,,,0.0,0.0
2975,002975F,0,0,19152,0,0,1,1,16241,0.8480054302422724,,,0.0,0.0
932,000932F,0,0,29832,0,0,35,8,14932,0.5005363368195227,,,0.0,0.0
568,000568F,0,0,1668619,0,0,1726,258,945565,0.5666751966746153,,,0.0,0.0
1475,001475F,0,0,561270,0,0,2284,320,309793,0.551950041869332,,,0.0,0.0
3359,003359F,0,0,38257,0,0,14,6,25529,0.6673027158428523,,,0.0,0.0
1852,001852F,0,0,539011,0,0,241,141,287714,0.5337813142959976,,,0.0,0.0
947,000947F,0,0,392215,0,0,1269,171,195984,0.49968512168071083,,,0.0,0.0
299,000299F,0,0,2251280,0,0,3657,475,1177451,0.5230140186915888,,,0.0,0.0
1013,001013F,0,0,25649,0,0,0,0,14112,0.5501968887675933,,,,
3135,003135F,0,0,8684,0,0,0,0,4462,0.5138185168125288,,,,
1170,001170F,0,0,1011823,0,0,367,52,537808,0.5315237941813934,,,0.0,0.0
2935,002935F,0,0,93177,0,0,91,19,64584,0.6931324253839467,,,0.0,0.0
2180,002180F,0,0,374402,0,0,154,49,174505,0.46608992473330807,,,0.0,0.0
2113,002113F,0,0,27828,0,0,8,4,16899,0.6072660629581716,,,0.0,0.0
681,000681F,0,0,20935,0,0,0,0,12688,0.6060663959875806,,,,
1651,001651F,0,0,101278,0,0,25,7,44505,0.4394340330575248,,,0.0,0.0
3731,003731F,0,0,1731,0,0,0,0,1731,1.0,,,,
1331,001331F,0,0,881368,0,0,1356,349,465896,0.5286055314011854,,,0.0,0.0
2677,002677F,0,0,200887,0,0,3,3,102086,0.5081762383827724,,,0.0,0.0
156,000156F,0,0,118676,0,0,146,48,64722,0.5453672183086723,,,0.0,0.0
3118,003118F,0,0,84282,0,0,4,2,54726,0.6493201395315725,,,0.0,0.0
3657,003657F,0,0,2998,0,0,0,0,455,0.15176784523015344,,,,
2283,002283F,0,0,346668,0,0,15,10,187053,0.5395738862542836,,,0.0,0.0
620,000620F,0,0,1583691,0,0,2254,433,879258,0.555195426380525,,,0.0,0.0
1235,001235F,0,0,416099,0,0,70,45,238949,0.5742599717855607,,,0.0,0.0
3214,003214F,0,0,30740,0,0,367,47,24923,0.8107677293428758,,,0.0,0.0
1574,001574F,0,0,34267,0,0,2,1,17693,0.5163276621822744,,,0.0,0.0
3326,003326F,0,0,42370,0,0,4,1,26040,0.6145857918338447,,,0.0,0.0
545,000545F,0,0,1700443,0,0,449,159,911442,0.5360026769494772,,,0.0,0.0
1035,001035F,0,0,386995,0,0,281,128,211979,0.5477564309616403,,,0.0,0.0
3242,003242F,0,0,56443,0,0,9,1,26858,0.4758428857431391,,,0.0,0.0
3443,003443F,0,0,31737,0,0,1,1,21449,0.6758357752780666,,,0.0,0.0
2890,002890F,0,0,15772,0,0,0,0,5904,0.37433426325133146,,,,
483,000483F,0,0,1799179,0,0,297,100,985554,0.5477798484753323,,,0.0,0.0
1947,001947F,0,0,25639,0,0,0,0,10843,0.4229104099223839,,,,
235,000235F,0,0,34016,0,0,2,2,12586,0.37000235183443086,,,0.0,0.0
1643,001643F,0,0,360920,0,0,40,25,201534,0.5583896708411836,,,0.0,0.0
1482,001482F,0,0,766040,0,0,337,70,391604,0.5112056811654744,,,0.0,0.0
349,000349F,0,0,2356,0,0,2,2,229,0.09719864176570459,,,0.0,0.0
291,000291F,0,0,113683,0,0,10,2,55406,0.48737278221018093,,,0.0,0.0
975,000975F,0,0,1182217,0,0,1101,192,583780,0.493801053444503,,,0.0,0.0
1546,001546F,0,0,21197,0,0,110,15,13834,0.6526395244610086,,,0.0,0.0
1537,001537F,0,0,742313,0,0,63,30,409598,0.5517861063998609,,,0.0,0.0
328,000328F,0,0,37445,0,0,0,0,26783,0.7152623848310856,,,,
2916,002916F,0,0,124230,0,0,25,7,46398,0.3734846655397247,,,0.0,0.0
3436,003436F,0,0,32437,0,0,0,0,22778,0.7022227702931837,,,,
3468,003468F,0,0,30379,0,0,1,1,9641,0.3173573850357155,,,0.0,0.0
1355,001355F,0,0,860764,0,0,610,136,469793,0.5457860691199911,,,0.0,0.0
1584,001584F,0,0,714450,0,0,4797,583,350016,0.48990972076422423,,,0.0,0.0
355,000355F,0,0,27278,0,0,0,0,14749,0.5406921328543148,,,,
3402,003402F,0,0,34717,0,0,2,2,14921,0.4297894403318259,,,0.0,0.0
828,000828F,0,0,1351760,0,0,259,131,567255,0.41964180031958337,,,0.0,0.0
1533,001533F,0,0,87134,0,0,964,214,51522,0.591296164528198,,,0.0,0.0
2448,002448F,0,0,19895,0,0,5,5,16650,0.8368936918823825,,,0.0,0.0
2977,002977F,0,0,76054,0,0,2,2,40102,0.5272832461146028,,,0.0,0.0
3491,003491F,0,0,29084,0,0,1,1,14541,0.4999656168339981,,,0.0,0.0
575,000575F,0,0,15657,0,0,0,0,5713,0.36488471610142426,,,,
1429,001429F,0,0,340614,0,0,192,76,196500,0.5768993640895559,,,0.0,0.0
1955,001955F,0,0,25635,0,0,0,0,15707,0.6127169884922957,,,,
1306,001306F,867,36,897764,0,0,446,108,539640,0.6010933831162756,0.04152249134948097,0.0,0.0,0.0
2196,002196F,0,0,373916,0,0,54,23,157764,0.42192364060377197,,,0.0,0.0
3389,003389F,0,0,35376,0,0,2,2,20903,0.5908808231569426,,,0.0,0.0
1187,001187F,0,0,994245,0,0,950,250,478035,0.4808020155997767,,,0.0,0.0
294,000294F,0,0,1940611,0,0,525,214,1044902,0.5384396976003949,,,0.0,0.0
572,000572F,0,0,8462,0,0,0,0,4576,0.5407705034270858,,,,
3078,003078F,0,0,94176,0,0,2,2,49592,0.5265885151206252,,,0.0,0.0
1167,001167F,0,0,1040770,0,0,879,256,526584,0.5059561670686127,,,0.0,0.0
3215,003215F,0,0,62966,0,0,4768,439,36839,0.585061779372995,,,0.0,0.0
595,000595F,0,0,119513,0,0,6,5,63429,0.5307288746830888,,,0.0,0.0
1281,001281F,0,0,912859,0,0,490,125,497348,0.5448245566949551,,,0.0,0.0
2608,002608F,0,0,160828,0,0,195,62,84384,0.524684756385704,,,0.0,0.0
747,000747F,0,0,707957,0,0,2652,436,423723,0.598515164056574,,,0.0,0.0
3161,003161F,0,0,56169,0,0,8,7,2003,0.035660239633961796,,,0.0,0.0
2983,002983F,0,0,23603,0,0,41,35,19293,0.8173960937169004,,,0.0,0.0
3741,3742,0,0,26323,0,0,0,0,15975,0.6068837138624017,,,,
3606,003606F,0,0,21392,0,0,1,1,1843,0.08615370231862378,,,0.0,0.0
114,000114F,0,0,25943,0,0,12,3,14194,0.5471225378714875,,,0.0,0.0
1156,001156F,0,0,26108,0,0,3,1,10083,0.38620346254021753,,,0.0,0.0
280,000280F,0,0,31528,0,0,2,2,23792,0.7546308043643746,,,0.0,0.0
2227,002227F,0,0,120211,0,0,7,5,75440,0.6275632013709228,,,0.0,0.0
689,000689F,0,0,1484311,0,0,584,187,771465,0.5197461987413688,,,0.0,0.0
973,000973F,0,0,18861,0,0,3,2,8640,0.4580881183394306,,,0.0,0.0
873,000873F,0,0,1271820,0,0,283,112,678771,0.5337005236590083,,,0.0,0.0
2356,002356F,0,0,17283,0,0,4,2,7126,0.41231267719724585,,,0.0,0.0
830,000830F,0,0,1326441,0,0,653,185,763520,0.5756155004255749,,,0.0,0.0
763,000763F,0,0,1399978,0,0,681,94,714380,0.5102794472484568,,,0.0,0.0
3640,003640F,0,0,16480,0,0,14,2,8837,0.5362257281553398,,,0.0,0.0
1880,001880F,0,0,32001,0,0,2,2,17405,0.5438892534608294,,,0.0,0.0
1254,001254F,0,0,933810,0,0,3793,482,535424,0.5733757402469453,,,0.0,0.0
1174,001174F,0,0,20719,0,0,0,0,12322,0.5947198223852502,,,,
690,000690F,0,0,1516062,0,0,230,162,720819,0.4754548296837464,,,0.0,0.0
19,000019F,0,0,4385276,0,0,6108,1168,2498570,0.5697634538852286,,,0.0,0.0
3287,003287F,0,0,15601,0,0,1,1,9360,0.5999615409268637,,,0.0,0.0
1680,001680F,0,0,6226,0,0,1,1,3480,0.5589463539993575,,,0.0,0.0
605,000605F,0,0,6851,0,0,1,1,5888,0.859436578601664,,,0.0,0.0
